[DEBUG] 2021-09-25 13:23:13.586 [http-nio-8080-exec-1] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.329 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.333 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.336 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.339 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.342 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.345 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.348 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.351 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.354 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.358 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.361 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.363 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.366 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.369 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.372 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.374 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.377 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.379 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.382 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.385 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.387 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.390 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.393 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.395 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.398 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.401 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.403 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.405 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.407 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.410 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.412 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.414 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.416 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.418 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.420 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.422 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.424 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.426 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.428 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.431 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.433 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.435 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.437 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.439 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.441 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.443 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.445 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.447 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.449 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.450 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.453 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.455 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.457 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.460 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.462 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.464 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.466 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.468 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.471 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.473 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.475 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.478 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.480 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.482 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.485 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.487 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.489 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.491 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.493 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.494 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.496 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.498 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.500 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.503 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.505 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.507 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.509 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.511 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.512 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.514 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.516 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.518 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.520 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.521 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.523 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.525 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.527 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.529 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.530 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.532 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.534 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.536 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.537 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.539 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.541 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.543 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.544 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.546 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.548 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.549 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.551 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.553 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.554 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.556 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.558 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.560 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.561 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.563 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.565 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.567 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.569 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.571 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.573 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.574 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.577 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.579 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.581 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.583 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.585 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.587 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.588 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.590 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.592 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.594 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.595 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.597 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.599 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.600 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.602 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.604 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.606 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.607 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.609 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.611 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.612 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.614 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.616 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.618 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.620 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.622 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.624 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.625 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.627 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.628 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.629 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.631 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.632 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
[DEBUG] 2021-09-26 09:13:11.634 [http-nio-8080-exec-6] TripDao - The list of trips [Trip {name='Winter Break', id=1}, Trip {name='Fall Tour', id=2}]
